episode,difficulty,reference_depth,candidate_instances,hard_constraints,unresolved_references,groundplan_hcs,osgllm_hcs
procthor/066_valunseen/instruction_000007,easy,4,8,1,0,1.0,1.0
procthor/066_valunseen/instruction_000008,easy,3,6,2,0,1.0,0.0
procthor/066_valunseen/instruction_000009,easy,3,4,1,0,1.0,1.0
procthor/066_valunseen/instruction_000010,easy,2,4,2,0,1.0,0.5
procthor/066_valunseen/instruction_000011,easy,3,12,1,0,1.0,1.0
procthor/066_valunseen/instruction_000012,easy,4,12,1,0,1.0,1.0
procthor/066_valunseen/instruction_000013,easy,4,8,2,0,0.5,0.0
procthor/066_valunseen/instruction_000014,easy,2,6,2,0,0.5,1.0
procthor/066_valunseen/instruction_000015,easy,4,8,1,0,0.0,0.0
procthor/066_valunseen/instruction_000016,easy,4,4,2,0,1.0,0.0
procthor/066_valunseen/instruction_000017,easy,3,3,1,0,1.0,1.0
procthor/069_valunseen/instruction_000001,easy,4,5,1,0,1.0,0.0
procthor/069_valunseen/instruction_000002,easy,3,16,1,0,1.0,0.0
procthor/069_valunseen/instruction_000003,easy,2,5,1,0,1.0,0.0
procthor/069_valunseen/instruction_000004,easy,2,8,1,0,1.0,1.0
procthor/069_valunseen/instruction_000005,easy,3,17,1,0,0.0,0.0
procthor/069_valunseen/instruction_000006,easy,2,5,1,0,1.0,1.0
procthor/069_valunseen/instruction_000007,easy,3,16,1,0,0.0,0.0
procthor/069_valunseen/instruction_000008,easy,3,5,2,0,1.0,0.5
procthor/069_valunseen/instruction_000009,easy,3,16,1,0,1.0,0.0
procthor/069_valunseen/instruction_000010,easy,5,8,1,0,1.0,1.0
procthor/069_valunseen/instruction_000011,easy,3,5,2,0,1.0,0.0
procthor/069_valunseen/instruction_000012,easy,4,5,1,0,0.0,1.0
procthor/069_valunseen/instruction_000013,easy,3,16,3,0,0.0,0.0
procthor/069_valunseen/instruction_000014,easy,3,8,1,0,0.0,0.0
procthor/069_valunseen/instruction_000015,easy,2,2,1,0,0.0,0.0
procthor/069_valunseen/instruction_000016,easy,4,8,2,0,1.0,1.0
procthor/069_valunseen/instruction_000017,easy,3,17,1,0,1.0,1.0
procthor/069_valunseen/instruction_000018,easy,4,5,2,0,0.0,1.0
procthor/072_valunseen/instruction_000001,easy,3,5,1,0,1.0,1.0
procthor/072_valunseen/instruction_000002,easy,1,1,1,0,1.0,1.0
procthor/072_valunseen/instruction_000003,easy,1,8,3,0,0.0,0.0
procthor/072_valunseen/instruction_000004,easy,2,5,1,0,1.0,0.0
procthor/072_valunseen/instruction_000005,easy,3,2,1,0,1.0,1.0
procthor/072_valunseen/instruction_000006,easy,2,3,1,0,0.0,1.0
procthor/072_valunseen/instruction_000007,easy,2,3,1,0,0.0,0.0
procthor/072_valunseen/instruction_000008,easy,3,3,2,0,1.0,0.0
procthor/072_valunseen/instruction_000009,easy,2,8,3,0,0.0,0.0
procthor/072_valunseen/instruction_000010,easy,4,6,1,0,1.0,1.0
procthor/072_valunseen/instruction_000011,easy,3,8,1,0,1.0,0.0
procthor/072_valunseen/instruction_000012,easy,4,8,2,0,1.0,0.0
procthor/072_valunseen/instruction_000013,easy,4,8,1,0,1.0,1.0
procthor/072_valunseen/instruction_000014,easy,3,8,1,1,0.0,0.0
procthor/072_valunseen/instruction_000015,easy,2,16,1,0,0.0,1.0
procthor/072_valunseen/instruction_000016,easy,3,8,1,0,0.0,0.0
procthor/072_valunseen/instruction_000017,easy,2,2,1,0,0.0,0.0
procthor/075_valunseen/instruction_000001,easy,2,9,1,0,0.0,1.0
procthor/075_valunseen/instruction_000002,easy,1,3,1,0,1.0,1.0
procthor/075_valunseen/instruction_000003,easy,2,7,4,0,0.5,0.0
procthor/075_valunseen/instruction_000004,easy,2,17,1,0,1.0,1.0
procthor/075_valunseen/instruction_000005,easy,2,2,1,0,1.0,0.0
procthor/075_valunseen/instruction_000006,easy,2,17,1,0,1.0,0.0
procthor/075_valunseen/instruction_000007,easy,3,10,1,0,1.0,0.0
procthor/075_valunseen/instruction_000008,easy,3,4,1,0,1.0,1.0
procthor/075_valunseen/instruction_000009,easy,3,7,1,0,1.0,1.0
procthor/075_valunseen/instruction_000010,easy,3,7,3,0,0.0,0.5
procthor/075_valunseen/instruction_000011,easy,6,17,1,1,1.0,0.0
procthor/075_valunseen/instruction_000012,easy,3,3,2,0,1.0,0.0
procthor/075_valunseen/instruction_000013,easy,5,10,1,0,1.0,0.0
procthor/075_valunseen/instruction_000014,easy,2,7,1,1,0.0,1.0
procthor/075_valunseen/instruction_000015,easy,3,7,2,1,0.0,1.0
procthor/075_valunseen/instruction_000016,easy,2,66,2,0,1.0,0.0
procthor/075_valunseen/instruction_000017,easy,4,4,1,0,1.0,0.0
procthor/075_valunseen/instruction_000018,easy,4,10,2,0,1.0,0.0
procthor/078_valunseen/instruction_000001,easy,4,4,1,0,1.0,1.0
procthor/078_valunseen/instruction_000002,easy,2,6,2,0,1.0,0.0
procthor/078_valunseen/instruction_000003,easy,2,6,1,1,1.0,0.0
procthor/078_valunseen/instruction_000004,easy,4,12,1,0,1.0,1.0
procthor/078_valunseen/instruction_000005,easy,3,12,1,0,1.0,1.0
procthor/078_valunseen/instruction_000006,easy,3,11,1,0,1.0,1.0
procthor/078_valunseen/instruction_000007,easy,3,12,2,0,1.0,0.0
procthor/078_valunseen/instruction_000008,easy,3,8,1,1,1.0,1.0
procthor/078_valunseen/instruction_000009,easy,4,8,2,0,1.0,0.0
procthor/078_valunseen/instruction_000010,easy,3,8,1,0,1.0,1.0
procthor/078_valunseen/instruction_000011,easy,2,3,1,0,1.0,0.0
procthor/078_valunseen/instruction_000012,easy,5,12,1,0,1.0,0.0
procthor/078_valunseen/instruction_000013,easy,3,8,1,0,0.0,0.0
procthor/078_valunseen/instruction_000014,easy,4,8,2,0,1.0,0.5
procthor/078_valunseen/instruction_000015,easy,4,4,2,0,1.0,0.0
procthor/078_valunseen/instruction_000016,easy,2,5,3,0,0.5,0.5
procthor/078_valunseen/instruction_000017,easy,2,7,2,0,1.0,0.0
procthor/081_valunseen/instruction_000001,easy,3,8,1,0,0.0,1.0
procthor/081_valunseen/instruction_000002,easy,3,4,1,0,0.0,0.0
procthor/081_valunseen/instruction_000003,easy,3,4,1,0,1.0,1.0
procthor/081_valunseen/instruction_000004,easy,3,4,1,0,1.0,0.0
procthor/081_valunseen/instruction_000005,easy,2,5,1,0,0.0,0.0
procthor/081_valunseen/instruction_000006,easy,3,8,1,0,1.0,1.0
procthor/081_valunseen/instruction_000007,easy,4,15,2,0,0.0,0.0
procthor/081_valunseen/instruction_000008,easy,4,5,1,0,1.0,1.0
procthor/081_valunseen/instruction_000009,easy,4,15,1,0,1.0,1.0
procthor/081_valunseen/instruction_000010,easy,4,8,1,0,1.0,0.0
procthor/081_valunseen/instruction_000011,easy,3,5,2,0,0.0,0.0
procthor/081_valunseen/instruction_000012,easy,2,7,1,0,1.0,0.0
procthor/081_valunseen/instruction_000013,easy,3,8,1,0,1.0,1.0
procthor/081_valunseen/instruction_000014,easy,3,8,2,0,0.0,0.0
procthor/081_valunseen/instruction_000015,easy,3,2,2,0,1.0,1.0
procthor/081_valunseen/instruction_000016,easy,3,56,2,0,0.5,0.0
procthor/081_valunseen/instruction_000017,easy,3,56,1,0,0.0,0.0
procthor/081_valunseen/instruction_000018,easy,2,56,2,0,0.0,0.5
procthor/084_valunseen/instruction_000001,easy,4,8,2,0,0.0,0.0
procthor/084_valunseen/instruction_000002,easy,4,8,1,0,1.0,1.0
procthor/084_valunseen/instruction_000003,easy,2,5,1,0,1.0,1.0
procthor/084_valunseen/instruction_000004,easy,3,8,3,0,1.0,0.0
procthor/084_valunseen/instruction_000005,easy,4,8,1,0,0.0,1.0
procthor/084_valunseen/instruction_000006,easy,3,8,1,0,1.0,1.0
procthor/084_valunseen/instruction_000007,easy,2,8,2,0,1.0,0.0
procthor/084_valunseen/instruction_000008,easy,3,13,1,0,1.0,0.0
procthor/084_valunseen/instruction_000009,easy,2,3,1,0,1.0,1.0
procthor/084_valunseen/instruction_000010,easy,4,8,2,0,1.0,0.0
procthor/084_valunseen/instruction_000011,easy,3,3,1,0,1.0,1.0
procthor/084_valunseen/instruction_000012,easy,2,5,2,0,1.0,0.0
procthor/084_valunseen/instruction_000013,easy,4,8,1,0,1.0,1.0
procthor/084_valunseen/instruction_000014,easy,4,5,1,0,1.0,1.0
procthor/084_valunseen/instruction_000015,easy,2,2,1,0,1.0,0.0
procthor/084_valunseen/instruction_000016,easy,3,6,3,0,0.0,0.0
procthor/084_valunseen/instruction_000017,easy,3,3,1,0,1.0,0.0
procthor/087_valunseen/instruction_000001,easy,3,7,1,0,1.0,1.0
procthor/087_valunseen/instruction_000002,easy,2,1,1,0,1.0,1.0
procthor/087_valunseen/instruction_000003,easy,3,3,1,0,1.0,1.0
procthor/087_valunseen/instruction_000004,easy,3,3,1,0,1.0,1.0
procthor/087_valunseen/instruction_000005,easy,4,8,2,0,1.0,1.0
procthor/087_valunseen/instruction_000006,easy,4,17,3,0,1.0,0.0
procthor/087_valunseen/instruction_000007,easy,3,3,1,0,1.0,1.0
procthor/087_valunseen/instruction_000008,easy,2,7,1,0,0.0,1.0
procthor/087_valunseen/instruction_000009,easy,2,7,1,0,1.0,0.0
procthor/087_valunseen/instruction_000010,easy,3,8,1,0,1.0,1.0
procthor/087_valunseen/instruction_000011,easy,2,1,1,0,1.0,1.0
procthor/087_valunseen/instruction_000012,easy,2,5,1,0,1.0,0.0
procthor/087_valunseen/instruction_000013,easy,3,8,1,0,1.0,1.0
procthor/087_valunseen/instruction_000014,easy,3,2,1,0,1.0,1.0
procthor/087_valunseen/instruction_000015,easy,3,7,3,0,0.0,0.0
procthor/087_valunseen/instruction_000016,easy,3,311,2,0,0.5,0.0
procthor/087_valunseen/instruction_000017,easy,3,2,1,0,1.0,1.0
procthor/087_valunseen/instruction_000018,easy,5,8,1,0,0.0,0.0
procthor/090_valunseen/instruction_000001,easy,3,3,1,0,1.0,1.0
procthor/090_valunseen/instruction_000002,easy,2,17,1,0,1.0,1.0
procthor/090_valunseen/instruction_000003,easy,4,3,1,0,1.0,0.0
procthor/090_valunseen/instruction_000004,easy,4,8,1,0,1.0,1.0
procthor/090_valunseen/instruction_000005,easy,3,3,1,0,1.0,1.0
procthor/090_valunseen/instruction_000006,easy,2,4,1,0,1.0,1.0
procthor/090_valunseen/instruction_000007,easy,2,66,1,0,1.0,1.0
procthor/090_valunseen/instruction_000008,easy,3,10,1,0,0.0,0.0
procthor/090_valunseen/instruction_000009,easy,4,4,2,0,1.0,0.0
procthor/090_valunseen/instruction_000010,easy,2,1,1,0,1.0,1.0
procthor/090_valunseen/instruction_000011,easy,2,3,1,0,0.0,0.0
procthor/090_valunseen/instruction_000012,easy,2,3,2,0,1.0,0.0
procthor/090_valunseen/instruction_000013,easy,4,10,2,0,0.0,0.0
procthor/090_valunseen/instruction_000014,easy,3,10,2,0,0.0,0.0
procthor/090_valunseen/instruction_000015,easy,3,7,1,0,1.0,0.0
procthor/090_valunseen/instruction_000016,easy,3,3,1,0,0.0,1.0
procthor/090_valunseen/instruction_000017,easy,2,3,1,0,1.0,1.0
procthor/093_valunseen/instruction_000001,easy,3,5,1,0,1.0,1.0
procthor/093_valunseen/instruction_000002,easy,3,5,2,0,0.5,0.5
procthor/093_valunseen/instruction_000003,easy,1,1,1,0,1.0,0.0
procthor/093_valunseen/instruction_000004,easy,3,5,2,0,1.0,0.5
procthor/093_valunseen/instruction_000005,easy,2,10,1,0,1.0,1.0
procthor/093_valunseen/instruction_000006,easy,2,4,1,0,1.0,0.0
procthor/093_valunseen/instruction_000007,easy,2,17,1,0,0.0,1.0
procthor/093_valunseen/instruction_000008,easy,3,8,1,0,1.0,1.0
procthor/093_valunseen/instruction_000009,easy,2,2,1,0,1.0,0.0
procthor/093_valunseen/instruction_000010,easy,2,10,2,0,1.0,0.5
procthor/093_valunseen/instruction_000011,easy,3,2,2,0,1.0,0.0
procthor/093_valunseen/instruction_000012,easy,4,10,1,0,1.0,0.0
procthor/093_valunseen/instruction_000013,easy,3,10,3,0,0.0,0.0
procthor/093_valunseen/instruction_000014,easy,4,287,2,0,1.0,0.0
procthor/093_valunseen/instruction_000015,easy,3,10,1,0,1.0,1.0
procthor/093_valunseen/instruction_000016,easy,3,5,2,0,0.0,0.0
procthor/093_valunseen/instruction_000017,easy,3,10,1,0,1.0,0.0
procthor/093_valunseen/instruction_000018,easy,1,1,1,0,1.0,1.0
procthor/096_valunseen/instruction_000001,easy,2,10,1,0,1.0,1.0
procthor/096_valunseen/instruction_000002,easy,2,5,1,0,1.0,0.0
procthor/096_valunseen/instruction_000003,easy,3,10,1,0,1.0,1.0
procthor/096_valunseen/instruction_000004,easy,3,10,1,0,1.0,1.0
procthor/096_valunseen/instruction_000005,easy,1,1,1,0,1.0,1.0
procthor/096_valunseen/instruction_000006,easy,3,4,1,0,1.0,1.0
procthor/096_valunseen/instruction_000007,easy,2,10,1,0,0.0,0.0
procthor/096_valunseen/instruction_000008,easy,4,10,1,0,0.0,1.0
procthor/096_valunseen/instruction_000009,easy,3,6,1,0,1.0,1.0
procthor/096_valunseen/instruction_000010,easy,4,10,1,0,1.0,0.0
procthor/096_valunseen/instruction_000011,easy,3,3,1,0,0.0,0.0
procthor/096_valunseen/instruction_000012,easy,4,10,1,0,0.0,1.0
procthor/096_valunseen/instruction_000013,easy,3,4,1,0,0.0,0.0
procthor/096_valunseen/instruction_000014,easy,2,1,1,0,1.0,0.0
procthor/096_valunseen/instruction_000015,easy,4,10,2,0,1.0,0.0
procthor/096_valunseen/instruction_000016,easy,4,4,2,1,0.0,1.0
procthor/096_valunseen/instruction_000017,easy,5,10,1,0,1.0,0.0
procthor/099_valunseen/instruction_000001,easy,3,5,1,0,0.0,0.0
procthor/099_valunseen/instruction_000002,easy,3,3,1,0,1.0,1.0
procthor/099_valunseen/instruction_000003,easy,3,3,1,0,0.0,0.0
procthor/099_valunseen/instruction_000004,easy,2,17,2,0,0.0,0.0
procthor/099_valunseen/instruction_000005,easy,4,5,1,0,1.0,0.0
procthor/099_valunseen/instruction_000006,easy,4,14,2,0,0.0,0.0
procthor/099_valunseen/instruction_000007,easy,2,5,1,0,1.0,1.0
procthor/099_valunseen/instruction_000008,easy,4,8,1,0,1.0,1.0
procthor/099_valunseen/instruction_000009,easy,3,8,1,0,1.0,0.0
procthor/099_valunseen/instruction_000010,easy,2,5,3,0,0.0,0.0
procthor/099_valunseen/instruction_000011,easy,3,8,2,0,1.0,0.0
procthor/099_valunseen/instruction_000012,easy,3,8,1,0,0.0,1.0
procthor/099_valunseen/instruction_000013,easy,4,8,2,0,0.0,0.0
procthor/099_valunseen/instruction_000014,easy,5,8,2,0,0.0,0.0
procthor/099_valunseen/instruction_000015,easy,3,17,1,0,1.0,1.0
procthor/099_valunseen/instruction_000016,easy,3,8,2,0,1.0,0.0
procthor/099_valunseen/instruction_000017,easy,2,18,2,0,1.0,0.0
procthor/099_valunseen/instruction_000018,easy,4,8,1,0,1.0,1.0
procthor/102_valunseen/instruction_000001,easy,3,18,1,0,1.0,0.0
procthor/102_valunseen/instruction_000002,easy,3,7,1,0,1.0,1.0
procthor/102_valunseen/instruction_000003,easy,2,7,1,0,1.0,0.0
procthor/102_valunseen/instruction_000004,easy,4,5,1,0,0.0,1.0
procthor/102_valunseen/instruction_000005,easy,3,5,1,0,1.0,1.0
procthor/102_valunseen/instruction_000006,easy,3,5,1,0,1.0,0.0
procthor/102_valunseen/instruction_000007,easy,2,7,1,0,0.0,1.0
procthor/102_valunseen/instruction_000008,easy,4,8,1,0,1.0,1.0
procthor/102_valunseen/instruction_000009,easy,2,3,1,0,1.0,0.0
procthor/102_valunseen/instruction_000010,easy,4,18,1,0,1.0,0.0
procthor/102_valunseen/instruction_000011,easy,4,5,2,0,1.0,0.0
procthor/102_valunseen/instruction_000012,easy,2,6,2,0,1.0,0.0
procthor/102_valunseen/instruction_000013,easy,3,261,2,0,1.0,0.0
procthor/102_valunseen/instruction_000014,easy,3,6,2,0,1.0,0.0
procthor/102_valunseen/instruction_000015,easy,3,2,2,0,1.0,1.0
procthor/102_valunseen/instruction_000016,easy,3,7,3,0,0.0,0.0
procthor/102_valunseen/instruction_000017,easy,2,2,3,0,1.0,0.0
procthor/105_valunseen/instruction_000001,easy,2,3,2,0,1.0,0.0
procthor/105_valunseen/instruction_000002,easy,2,3,1,0,1.0,0.0
procthor/105_valunseen/instruction_000003,easy,4,5,1,0,1.0,1.0
procthor/105_valunseen/instruction_000004,easy,4,5,2,0,0.0,0.0
procthor/105_valunseen/instruction_000005,easy,4,8,1,0,1.0,1.0
procthor/105_valunseen/instruction_000006,easy,3,15,2,0,0.0,0.0
procthor/105_valunseen/instruction_000007,easy,3,5,1,0,1.0,1.0
procthor/105_valunseen/instruction_000008,easy,4,8,1,0,1.0,1.0
procthor/105_valunseen/instruction_000009,easy,3,8,1,0,1.0,1.0
procthor/105_valunseen/instruction_000010,easy,3,8,1,0,0.0,1.0
procthor/105_valunseen/instruction_000011,easy,3,2,3,0,0.0,0.0
procthor/105_valunseen/instruction_000012,easy,3,8,2,0,1.0,0.0
procthor/105_valunseen/instruction_000013,easy,3,17,4,0,1.0,0.0
procthor/105_valunseen/instruction_000014,easy,2,4,1,0,0.0,1.0
procthor/105_valunseen/instruction_000015,easy,3,7,2,0,0.0,0.0
procthor/105_valunseen/instruction_000016,easy,4,8,3,0,1.0,0.0
procthor/105_valunseen/instruction_000017,easy,2,3,2,0,0.5,1.0
procthor/105_valunseen/instruction_000018,easy,4,7,2,0,0.0,0.0
procthor/108_valunseen/instruction_000001,easy,4,5,1,0,1.0,1.0
procthor/108_valunseen/instruction_000002,easy,3,10,1,0,0.0,1.0
procthor/108_valunseen/instruction_000003,easy,3,10,1,0,1.0,1.0
procthor/108_valunseen/instruction_000004,easy,3,6,1,0,1.0,0.0
procthor/108_valunseen/instruction_000005,easy,5,10,1,0,0.0,1.0
procthor/108_valunseen/instruction_000006,easy,4,10,1,0,1.0,0.0
procthor/108_valunseen/instruction_000007,easy,4,5,1,0,1.0,1.0
procthor/108_valunseen/instruction_000008,easy,4,17,2,0,0.0,0.0
procthor/108_valunseen/instruction_000009,easy,3,10,2,0,1.0,0.0
procthor/108_valunseen/instruction_000010,easy,4,10,2,0,1.0,0.5
procthor/108_valunseen/instruction_000011,easy,2,6,2,0,1.0,1.0
procthor/108_valunseen/instruction_000012,easy,1,1,2,0,1.0,0.0
procthor/108_valunseen/instruction_000013,easy,4,9,1,0,0.0,1.0
procthor/108_valunseen/instruction_000014,easy,5,10,3,0,1.0,0.0
procthor/108_valunseen/instruction_000015,easy,3,6,2,0,1.0,1.0
procthor/108_valunseen/instruction_000016,easy,4,6,3,0,1.0,0.0
procthor/108_valunseen/instruction_000017,easy,2,6,1,0,0.0,1.0
procthor/111_valunseen/instruction_000001,easy,1,1,1,0,1.0,1.0
procthor/111_valunseen/instruction_000002,easy,3,24,2,0,0.0,0.0
procthor/111_valunseen/instruction_000003,easy,3,6,1,0,1.0,1.0
procthor/111_valunseen/instruction_000004,easy,3,10,1,0,0.0,0.0
procthor/111_valunseen/instruction_000005,easy,3,9,1,0,1.0,0.0
procthor/111_valunseen/instruction_000006,easy,3,5,1,0,0.0,1.0
procthor/111_valunseen/instruction_000007,easy,1,1,1,0,1.0,0.0
procthor/111_valunseen/instruction_000008,easy,2,2,1,0,1.0,1.0
procthor/111_valunseen/instruction_000009,easy,6,24,2,0,0.0,0.0
procthor/111_valunseen/instruction_000010,easy,4,4,1,0,0.0,0.0
procthor/111_valunseen/instruction_000011,easy,4,74,2,0,0.0,0.0
procthor/111_valunseen/instruction_000012,easy,3,4,3,0,1.0,0.0
procthor/111_valunseen/instruction_000013,easy,3,17,2,0,1.0,0.0
procthor/111_valunseen/instruction_000014,easy,3,6,3,0,1.0,0.0
procthor/111_valunseen/instruction_000015,easy,2,6,2,0,1.0,0.0
procthor/111_valunseen/instruction_000016,easy,4,4,1,0,1.0,1.0
procthor/111_valunseen/instruction_000017,easy,2,3,1,0,0.0,1.0
procthor/111_valunseen/instruction_000018,easy,3,2,3,0,0.5,0.5
procthor/114_valunseen/instruction_000001,easy,3,3,1,0,1.0,1.0
procthor/114_valunseen/instruction_000002,easy,2,13,1,0,0.0,0.0
procthor/114_valunseen/instruction_000003,easy,3,6,1,0,1.0,1.0
procthor/114_valunseen/instruction_000004,easy,3,3,1,0,1.0,1.0
procthor/114_valunseen/instruction_000005,easy,3,14,1,0,1.0,0.0
procthor/114_valunseen/instruction_000006,easy,2,14,1,0,1.0,0.0
procthor/114_valunseen/instruction_000007,easy,2,2,1,0,0.0,0.0
procthor/114_valunseen/instruction_000008,easy,2,248,1,0,1.0,0.0
procthor/114_valunseen/instruction_000009,easy,4,8,1,0,0.0,0.0
procthor/114_valunseen/instruction_000010,easy,3,2,1,0,1.0,0.0
procthor/114_valunseen/instruction_000011,easy,3,5,2,0,1.0,0.0
procthor/114_valunseen/instruction_000012,easy,2,8,1,0,1.0,0.0
procthor/114_valunseen/instruction_000013,easy,4,8,2,0,1.0,0.0
procthor/114_valunseen/instruction_000014,easy,3,4,1,0,0.0,1.0
procthor/114_valunseen/instruction_000015,easy,2,5,2,0,1.0,1.0
procthor/114_valunseen/instruction_000016,easy,3,21,1,0,1.0,1.0
procthor/114_valunseen/instruction_000017,easy,2,3,1,0,1.0,1.0
procthor/117_valunseen/instruction_000001,easy,2,2,1,0,1.0,0.0
procthor/117_valunseen/instruction_000002,easy,4,9,1,0,1.0,1.0
procthor/117_valunseen/instruction_000003,easy,4,10,1,0,1.0,1.0
procthor/117_valunseen/instruction_000004,easy,2,7,1,0,1.0,0.0
procthor/117_valunseen/instruction_000005,easy,4,10,2,0,0.0,0.0
procthor/117_valunseen/instruction_000006,easy,3,66,2,0,0.0,0.5
procthor/117_valunseen/instruction_000007,easy,3,2,1,0,1.0,0.0
procthor/117_valunseen/instruction_000008,easy,3,4,1,0,1.0,1.0
procthor/117_valunseen/instruction_000009,easy,4,10,1,0,1.0,1.0
procthor/117_valunseen/instruction_000010,easy,3,6,1,0,1.0,0.0
procthor/117_valunseen/instruction_000011,easy,4,10,1,0,1.0,0.0
procthor/117_valunseen/instruction_000012,easy,5,16,1,0,1.0,0.0
procthor/117_valunseen/instruction_000013,easy,2,4,2,0,1.0,0.0
procthor/117_valunseen/instruction_000014,easy,2,10,1,0,1.0,0.0
procthor/117_valunseen/instruction_000015,easy,4,8,1,0,0.0,1.0
procthor/117_valunseen/instruction_000016,easy,3,7,2,0,1.0,0.0
procthor/117_valunseen/instruction_000017,easy,4,10,2,0,1.0,0.0
procthor/117_valunseen/instruction_000018,easy,3,4,2,0,1.0,0.5
procthor/120_valunseen/instruction_000001,easy,3,2,1,0,1.0,0.0
procthor/120_valunseen/instruction_000002,easy,3,4,1,0,0.0,1.0
procthor/120_valunseen/instruction_000003,easy,3,3,1,0,1.0,1.0
procthor/120_valunseen/instruction_000004,easy,3,4,1,0,1.0,1.0
procthor/120_valunseen/instruction_000005,easy,3,8,2,0,1.0,0.0
procthor/120_valunseen/instruction_000006,easy,3,8,1,0,1.0,1.0
procthor/120_valunseen/instruction_000007,easy,2,7,1,0,1.0,1.0
procthor/120_valunseen/instruction_000008,easy,3,6,2,0,0.0,0.0
procthor/120_valunseen/instruction_000009,easy,3,4,2,0,1.0,0.5
procthor/120_valunseen/instruction_000010,easy,3,4,1,0,1.0,1.0
procthor/120_valunseen/instruction_000011,easy,3,7,3,0,0.3333333333333333,0.0
procthor/120_valunseen/instruction_000012,easy,5,10,1,0,1.0,1.0
procthor/120_valunseen/instruction_000013,easy,3,8,1,0,0.0,1.0
procthor/120_valunseen/instruction_000014,easy,3,7,2,0,0.0,0.0
procthor/120_valunseen/instruction_000015,easy,4,17,2,0,0.0,0.0
procthor/120_valunseen/instruction_000016,easy,3,8,1,0,1.0,1.0
procthor/120_valunseen/instruction_000017,easy,3,7,3,0,1.0,0.0
procthor/003_valunseen/instruction_000018,hard,3,6,1,2,1.0,1.0
procthor/003_valunseen/instruction_000019,hard,3,6,3,0,1.0,0.0
procthor/003_valunseen/instruction_000020,hard,4,70,2,1,1.0,0.0
procthor/003_valunseen/instruction_000021,hard,5,70,3,1,1.0,0.5
procthor/003_valunseen/instruction_000022,hard,3,17,2,0,1.0,0.0
procthor/003_valunseen/instruction_000023,hard,4,8,3,1,0.3333333333333333,0.0
procthor/003_valunseen/instruction_000024,hard,3,17,2,0,0.5,0.0
procthor/003_valunseen/instruction_000025,hard,2,3,2,0,1.0,0.0
procthor/006_valunseen/instruction_000019,hard,3,17,2,0,0.0,0.0
procthor/006_valunseen/instruction_000020,hard,5,17,2,0,1.0,0.0
procthor/006_valunseen/instruction_000021,hard,2,3,6,0,0.3333333333333333,0.3333333333333333
procthor/006_valunseen/instruction_000022,hard,4,17,2,0,0.5,0.0
procthor/006_valunseen/instruction_000023,hard,3,4,2,0,1.0,0.0
procthor/006_valunseen/instruction_000024,hard,3,8,4,0,0.3333333333333333,0.0
procthor/006_valunseen/instruction_000025,hard,2,15,3,0,0.3333333333333333,0.0
procthor/009_valunseen/instruction_000018,hard,4,10,3,0,0.0,0.0
procthor/009_valunseen/instruction_000019,hard,4,10,5,0,0.25,0.0
procthor/009_valunseen/instruction_000020,hard,4,17,3,0,1.0,0.0
procthor/009_valunseen/instruction_000021,hard,6,10,3,0,1.0,0.0
procthor/009_valunseen/instruction_000022,hard,4,9,1,0,0.0,0.0
procthor/009_valunseen/instruction_000023,hard,2,10,4,0,1.0,0.6666666666666666
procthor/009_valunseen/instruction_000024,hard,4,10,3,0,0.6666666666666666,0.0
procthor/009_valunseen/instruction_000025,hard,4,4,3,0,0.6666666666666666,0.0
procthor/012_valunseen/instruction_000019,hard,5,8,3,0,0.0,0.5
procthor/012_valunseen/instruction_000020,hard,4,17,2,0,1.0,0.0
procthor/012_valunseen/instruction_000021,hard,3,8,3,0,1.0,0.0
procthor/012_valunseen/instruction_000022,hard,3,19,4,0,0.0,0.6666666666666666
procthor/012_valunseen/instruction_000023,hard,2,7,2,0,1.0,0.0
procthor/012_valunseen/instruction_000024,hard,4,19,4,0,0.0,0.0
procthor/012_valunseen/instruction_000025,hard,3,60,3,0,0.0,0.0
procthor/015_valunseen/instruction_000018,hard,4,16,3,0,0.0,0.0
procthor/015_valunseen/instruction_000019,hard,2,8,5,0,1.0,0.25
procthor/015_valunseen/instruction_000020,hard,4,60,4,0,0.6666666666666666,0.0
procthor/015_valunseen/instruction_000021,hard,5,5,2,0,1.0,0.0
procthor/015_valunseen/instruction_000022,hard,3,7,2,0,0.5,0.0
procthor/015_valunseen/instruction_000023,hard,4,6,3,0,0.0,0.0
procthor/015_valunseen/instruction_000024,hard,3,8,5,0,0.0,0.0
procthor/015_valunseen/instruction_000025,hard,6,60,3,0,0.6666666666666666,0.0
procthor/018_valunseen/instruction_000019,hard,3,52,4,0,0.0,0.3333333333333333
procthor/018_valunseen/instruction_000020,hard,3,7,3,0,0.3333333333333333,0.3333333333333333
procthor/018_valunseen/instruction_000021,hard,2,6,1,0,0.0,1.0
procthor/018_valunseen/instruction_000022,hard,3,6,5,0,0.25,0.0
procthor/018_valunseen/instruction_000023,hard,6,15,3,0,0.0,0.0
procthor/018_valunseen/instruction_000024,hard,5,8,3,0,0.0,0.0
procthor/018_valunseen/instruction_000025,hard,4,8,2,0,0.0,0.0
procthor/021_valunseen/instruction_000018,hard,6,17,3,0,0.0,0.3333333333333333
procthor/021_valunseen/instruction_000019,hard,3,4,4,0,0.0,0.0
procthor/021_valunseen/instruction_000020,hard,3,4,2,0,1.0,0.0
